"This is a list of medallists at the Summer Olympic Games (1896-2004) with details of the year of the olympics, city, sport, discipline, athlete name, gender, event and medal",,,,,,,,,,
,,,,,,,,,,
"DISCLAIMER: No guarantees, express or implied, as to the accuracy or completeness of the information provided. ",,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Year,City,Sport,Discipline,Athlete Name,NOC,Gender,Event,Event Gender,Medal,Position
1932,Los Angeles,Aquatics,Swimming,"KAWATSU, Kentaro",JPN,Men,100m backstroke,M,Bronze,3
1932,Los Angeles,Aquatics,Swimming,"KIYOKAWA, Masaji",JPN,Men,100m backstroke,M,Gold,1
1932,Los Angeles,Aquatics,Swimming,"IRIYE, Toshio",JPN,Men,100m backstroke,M,Silver,2
1932,Los Angeles,Aquatics,Swimming,"DAVIES, Elizabeth Valerie",GBR,Women,100m backstroke,W,Bronze,3
1932,Los Angeles,Aquatics,Swimming,"HOLM, Eleanor",USA,Women,100m backstroke,W,Gold,1
1932,Los Angeles,Aquatics,Swimming,"MEALING, Philomenia Alecia",AUS,Women,100m backstroke,W,Silver,2
1932,Los Angeles,Aquatics,Swimming,"SCHWARTZ, Albert",USA,Men,100m freestyle,M,Bronze,3
1932,Los Angeles,Aquatics,Swimming,"MIOYAZAKI, Yasuji",JPN,Men,100m freestyle,M,Gold,1
1932,Los Angeles,Aquatics,Swimming,"KAWAISHI, Tatsugo",JPN,Men,100m freestyle,M,Silver,2
1932,Los Angeles,Aquatics,Swimming,"SAVILLE, Eleanor",USA,Women,100m freestyle,W,Bronze,3
1932,Los Angeles,Aquatics,Swimming,"MADISON, Helene",USA,Women,100m freestyle,W,Gold,1
1932,Los Angeles,Aquatics,Swimming,"DEN OUDEN, Willemyntje (Willy)",NED,Women,100m freestyle,W,Silver,2
1932,Los Angeles,Aquatics,Diving,"KURTZ, Frank Allen",USA,Men,10m platform,M,Bronze,3
1932,Los Angeles,Aquatics,Diving,"SMITH, Harold Edwin",USA,Men,10m platform,M,Gold,1
1932,Los Angeles,Aquatics,Diving,"GALITZEN, Michael Riley",USA,Men,10m platform,M,Silver,2
1932,Los Angeles,Aquatics,Diving,"ROPER, Marion Dale",USA,Women,10m platform,W,Bronze,3
1932,Los Angeles,Aquatics,Diving,"POYNTON-HILL, Dorothy",USA,Women,10m platform,W,Gold,1
1932,Los Angeles,Aquatics,Diving,"COLEMAN, Georgia V.",USA,Women,10m platform,W,Silver,2
1932,Los Angeles,Athletics,Athletics,"FINLAY, Donald",GBR,Men,110m hurdles,M,Bronze,3
1932,Los Angeles,Athletics,Athletics,"SALING, George J. Jr.",USA,Men,110m hurdles,M,Gold,1
1932,Los Angeles,Athletics,Athletics,"BEARD, Percy",USA,Men,110m hurdles,M,Silver,2
1932,Los Angeles,Athletics,Athletics,"EDWARDS, Philip",CAN,Men,1500m,M,Bronze,3
1932,Los Angeles,Athletics,Athletics,"BECCALI, Luigi",ITA,Men,1500m,M,Gold,1
1932,Los Angeles,Athletics,Athletics,"CORNES, John",GBR,Men,1500m,M,Silver,2
1932,Los Angeles,Aquatics,Swimming,"CRISTY, James Crapo Jr.",USA,Men,1500m freestyle,M,Bronze,3
1932,Los Angeles,Aquatics,Swimming,"KITAMURA, Kusuo",JPN,Men,1500m freestyle,M,Gold,1
1932,Los Angeles,Aquatics,Swimming,"MAKINO, Shozo",JPN,Men,1500m freestyle,M,Silver,2
1932,Los Angeles,Cycling,Cycling Track,"RAMPELBERG, Charles",FRA,Men,1km time trial,M,Bronze,3
1932,Los Angeles,Cycling,Cycling Track,"GRAY, Edgar Laurence",AUS,Men,1km time trial,M,Gold,1
1932,Los Angeles,Cycling,Cycling Track,"VAN EGMOND, Jacobus Johannes",NED,Men,1km time trial,M,Silver,2
1932,Los Angeles,Cycling,Cycling Track,"CHRISTENSEN, Harald",DEN,Men,2000m tandem,M,Bronze,3
1932,Los Angeles,Cycling,Cycling Track,"GERVIN, Willy Viggo",DEN,Men,2000m tandem,M,Bronze,3
1932,Los Angeles,Cycling,Cycling Track,"CHAILLOT, Louis",FRA,Men,2000m tandem,M,Gold,1
1932,Los Angeles,Cycling,Cycling Track,"PERRIN, Maurice",FRA,Men,2000m tandem,M,Gold,1
1932,Los Angeles,Cycling,Cycling Track,"CHAMBERS, Ernest Henry",GBR,Men,2000m tandem,M,Silver,2
1932,Los Angeles,Cycling,Cycling Track,"CHAMBERS, Stanley",GBR,Men,2000m tandem,M,Silver,2
1932,Los Angeles,Athletics,Athletics,"METCALFE, Ralph",USA,Men,200m,M,Bronze,3
1932,Los Angeles,Athletics,Athletics,"TOLAN, Eddie",USA,Men,200m,M,Gold,1
1932,Los Angeles,Athletics,Athletics,"SIMPSON, George Sidney",USA,Men,200m,M,Silver,2
1932,Los Angeles,Aquatics,Swimming,"YLDEFONSO, Teofilo",PHI,Men,200m breaststroke,M,Bronze,3
1932,Los Angeles,Aquatics,Swimming,"TSURUTA, Yoshiyuki",JPN,Men,200m breaststroke,M,Gold,1
1932,Los Angeles,Aquatics,Swimming,"KOIKE, Reizo",JPN,Men,200m breaststroke,M,Silver,2
1932,Los Angeles,Aquatics,Swimming,"JACOBSEN, Else Agnes Ella",DEN,Women,200m breaststroke,W,Bronze,3
1932,Los Angeles,Aquatics,Swimming,"DENNIS, Clare",AUS,Women,200m breaststroke,W,Gold,1
1932,Los Angeles,Aquatics,Swimming,"MAEHATA, Hideko",JPN,Women,200m breaststroke,W,Silver,2
1932,Los Angeles,Shooting,Shooting,"MATTEUCCI, Domenico",ITA,Men,25m rapid fire pistol (60 shots),M,Bronze,3
1932,Los Angeles,Shooting,Shooting,"MORIGI, Renzo",ITA,Men,25m rapid fire pistol (60 shots),M,Gold,1
1932,Los Angeles,Shooting,Shooting,"HAX, Heinz",GER,Men,25m rapid fire pistol (60 shots),M,Silver,2
1932,Los Angeles,Athletics,Athletics,"MCCLUSKEY, Joseph Paul",USA,Men,3000m steeplechase,M,Bronze,3
1932,Los Angeles,Athletics,Athletics,"ISO-HOLLO, Volmari",FIN,Men,3000m steeplechase,M,Gold,1
1932,Los Angeles,Athletics,Athletics,"EVENSON, Thomas",GBR,Men,3000m steeplechase,M,Silver,2
1932,Los Angeles,Aquatics,Diving,"DEGENER, Richard Kempster",USA,Men,3m springboard,M,Bronze,3
1932,Los Angeles,Aquatics,Diving,"GALITZEN, Michael Riley",USA,Men,3m springboard,M,Gold,1
1932,Los Angeles,Aquatics,Diving,"SMITH, Harold Edwin",USA,Men,3m springboard,M,Silver,2
1932,Los Angeles,Aquatics,Diving,"FAUNTZ, Jane",USA,Women,3m springboard,W,Bronze,3
1932,Los Angeles,Aquatics,Diving,"COLEMAN, Georgia V.",USA,Women,3m springboard,W,Gold,1
1932,Los Angeles,Aquatics,Diving,"RAWLS, Katherine Louise",USA,Women,3m springboard,W,Silver,2
1932,Los Angeles,Athletics,Athletics,"WILSON, Alexander S.",CAN,Men,400m,M,Bronze,3
1932,Los Angeles,Athletics,Athletics,"CARR, William Arthur",USA,Men,400m,M,Gold,1
1932,Los Angeles,Athletics,Athletics,"EASTMAN, Benjamin Bangs",USA,Men,400m,M,Silver,2
1932,Los Angeles,Aquatics,Swimming,"OYOKOTA, Tsutomu",JPN,Men,400m freestyle,M,Bronze,3
1932,Los Angeles,Aquatics,Swimming,"CRABBE, Clarence",USA,Men,400m freestyle,M,Gold,1
1932,Los Angeles,Aquatics,Swimming,"TARIS, Jean",FRA,Men,400m freestyle,M,Silver,2
1932,Los Angeles,Aquatics,Swimming,"MAAKAL, Jenny",RSA,Women,400m freestyle,W,Bronze,3
1932,Los Angeles,Aquatics,Swimming,"MADISON, Helene",USA,Women,400m freestyle,W,Gold,1
1932,Los Angeles,Aquatics,Swimming,"KIGHT-WINGARD, Lenore",USA,Women,400m freestyle,W,Silver,2
1932,Los Angeles,Athletics,Athletics,"TAYLOR, Frederick Morgan",USA,Men,400m hurdles,M,Bronze,3
1932,Los Angeles,Athletics,Athletics,"TISDALL, Robert Morton Newburgh",IRL,Men,400m hurdles,M,Gold,1
1932,Los Angeles,Athletics,Athletics,"HARDIN, Glenn Foster",USA,Men,400m hurdles,M,Silver,2
1932,Los Angeles,Aquatics,Swimming,"COOPER, Margaret Joyce",GBR,Women,4x100m freestyle relay,W,Bronze,3
1932,Los Angeles,Aquatics,Swimming,"DAVIES, Elizabeth Valerie",GBR,Women,4x100m freestyle relay,W,Bronze,3
1932,Los Angeles,Aquatics,Swimming,"HUGHES, Edna Tildesley",GBR,Women,4x100m freestyle relay,W,Bronze,3
1932,Los Angeles,Aquatics,Swimming,"VARCOE, Helen Gradwell",GBR,Women,4x100m freestyle relay,W,Bronze,3
1932,Los Angeles,Aquatics,Swimming,"JOHNS, Helen Eileen",USA,Women,4x100m freestyle relay,W,Gold,1
1932,Los Angeles,Aquatics,Swimming,"MADISON, Helene",USA,Women,4x100m freestyle relay,W,Gold,1
1932,Los Angeles,Aquatics,Swimming,"MCKIM, Josephine E.",USA,Women,4x100m freestyle relay,W,Gold,1
1932,Los Angeles,Aquatics,Swimming,"SAVILLE, Eleanor",USA,Women,4x100m freestyle relay,W,Gold,1
1932,Los Angeles,Aquatics,Swimming,"DEN OUDEN, Willemyntje (Willy)",NED,Women,4x100m freestyle relay,W,Silver,2
1932,Los Angeles,Aquatics,Swimming,"LADDE, Cornelia",NED,Women,4x100m freestyle relay,W,Silver,2
1932,Los Angeles,Aquatics,Swimming,"OVERSLOOT, Maria Petronella",NED,Women,4x100m freestyle relay,W,Silver,2
1932,Los Angeles,Aquatics,Swimming,"VIERDAG, Maria",NED,Women,4x100m freestyle relay,W,Silver,2
1932,Los Angeles,Athletics,Athletics,"CASTELLI, Giuseppe",ITA,Men,4x100m relay,M,Bronze,3
1932,Los Angeles,Athletics,Athletics,"FACELLI, Luigi",ITA,Men,4x100m relay,M,Bronze,3
1932,Los Angeles,Athletics,Athletics,"MAREGATTI, Ruggero",ITA,Men,4x100m relay,M,Bronze,3
1932,Los Angeles,Athletics,Athletics,"TOETTI, Edgardo",ITA,Men,4x100m relay,M,Bronze,3
1932,Los Angeles,Athletics,Athletics,"DYER, Hector Monroe",USA,Men,4x100m relay,M,Gold,1
1932,Los Angeles,Athletics,Athletics,"KIESEL, Robert Allan",USA,Men,4x100m relay,M,Gold,1
1932,Los Angeles,Athletics,Athletics,"TOPPINO, Martin Emmett",USA,Men,4x100m relay,M,Gold,1
1932,Los Angeles,Athletics,Athletics,"WYKOFF, Frank Clifford",USA,Men,4x100m relay,M,Gold,1
1932,Los Angeles,Athletics,Athletics,"BORCHMEYER, Erich",GER,Men,4x100m relay,M,Silver,2
1932,Los Angeles,Athletics,Athletics,"HENDRIX, Fritz",GER,Men,4x100m relay,M,Silver,2
1932,Los Angeles,Athletics,Athletics,"JONATH, Arthur",GER,Men,4x100m relay,M,Silver,2
1932,Los Angeles,Athletics,Athletics,"KÖRNIG, Helmuth",GER,Men,4x100m relay,M,Silver,2
1932,Los Angeles,Athletics,Athletics,"HALSTEAD, Nellie",GBR,Women,4x100m relay,W,Bronze,3
1932,Los Angeles,Athletics,Athletics,"HISCOCK, Eileen May",GBR,Women,4x100m relay,W,Bronze,3
1932,Los Angeles,Athletics,Athletics,"PORTER, Gwendoline Alice",GBR,Women,4x100m relay,W,Bronze,3
1932,Los Angeles,Athletics,Athletics,"WEBB, Violet B.",GBR,Women,4x100m relay,W,Bronze,3
1932,Los Angeles,Athletics,Athletics,"CAREW, Mary Louise",USA,Women,4x100m relay,W,Gold,1
1932,Los Angeles,Athletics,Athletics,"FURTSCH, Evelyn",USA,Women,4x100m relay,W,Gold,1
1932,Los Angeles,Athletics,Athletics,"ROGERS, Annette Joan",USA,Women,4x100m relay,W,Gold,1
1932,Los Angeles,Athletics,Athletics,"VON BREMEN, Wilhelmina",USA,Women,4x100m relay,W,Gold,1
1932,Los Angeles,Athletics,Athletics,"FRIZZELL, Mary",CAN,Women,4x100m relay,W,Silver,2
1932,Los Angeles,Athletics,Athletics,"FRIZZELL, Mildred",CAN,Women,4x100m relay,W,Silver,2
1932,Los Angeles,Athletics,Athletics,"PALMER-ALDERSON, Lillian",CAN,Women,4x100m relay,W,Silver,2
1932,Los Angeles,Athletics,Athletics,"STRIKE-SISSON, Hilda",CAN,Women,4x100m relay,W,Silver,2
1932,Los Angeles,Aquatics,Swimming,"BARANY, Istvan",HUN,Men,4x200m freestyle relay,M,Bronze,3
1932,Los Angeles,Aquatics,Swimming,"SZABADOS, László",HUN,Men,4x200m freestyle relay,M,Bronze,3
1932,Los Angeles,Aquatics,Swimming,"SZEKELY, Andras",HUN,Men,4x200m freestyle relay,M,Bronze,3
1932,Los Angeles,Aquatics,Swimming,"WANIE, Andras",HUN,Men,4x200m freestyle relay,M,Bronze,3
1932,Los Angeles,Aquatics,Swimming,"MIOYAZAKI, Yasuji",JPN,Men,4x200m freestyle relay,M,Gold,1
1932,Los Angeles,Aquatics,Swimming,"TOYODA, Hisakichi",JPN,Men,4x200m freestyle relay,M,Gold,1
1932,Los Angeles,Aquatics,Swimming,"YOKOYAMA, Takashi",JPN,Men,4x200m freestyle relay,M,Gold,1
1932,Los Angeles,Aquatics,Swimming,"YUSA, Masanori",JPN,Men,4x200m freestyle relay,M,Gold,1
1932,Los Angeles,Aquatics,Swimming,"BOOTH, Francis Ewen",USA,Men,4x200m freestyle relay,M,Silver,2
1932,Los Angeles,Aquatics,Swimming,"FISSLER, George",USA,Men,4x200m freestyle relay,M,Silver,2
1932,Los Angeles,Aquatics,Swimming,"KALILI, Maiola",USA,Men,4x200m freestyle relay,M,Silver,2
1932,Los Angeles,Aquatics,Swimming,"KALILI, Manuella",USA,Men,4x200m freestyle relay,M,Silver,2
1932,Los Angeles,Athletics,Athletics,"BALL, James A.",CAN,Men,4x400m relay,M,Bronze,3
1932,Los Angeles,Athletics,Athletics,"EDWARDS, Philip",CAN,Men,4x400m relay,M,Bronze,3
1932,Los Angeles,Athletics,Athletics,"LEWIS, Raymond Gray",CAN,Men,4x400m relay,M,Bronze,3
1932,Los Angeles,Athletics,Athletics,"WILSON, Alexander S.",CAN,Men,4x400m relay,M,Bronze,3
1932,Los Angeles,Athletics,Athletics,"ABLOWICH, Edgar Allen",USA,Men,4x400m relay,M,Gold,1
1932,Los Angeles,Athletics,Athletics,"CARR, William Arthur",USA,Men,4x400m relay,M,Gold,1
1932,Los Angeles,Athletics,Athletics,"FUQUA, Ivan William",USA,Men,4x400m relay,M,Gold,1
1932,Los Angeles,Athletics,Athletics,"WARNER, Karl De Witt",USA,Men,4x400m relay,M,Gold,1
1932,Los Angeles,Athletics,Athletics,"BURGHLEY, David George",GBR,Men,4x400m relay,M,Silver,2
1932,Los Angeles,Athletics,Athletics,"HAMPSON, Thomas",GBR,Men,4x400m relay,M,Silver,2
1932,Los Angeles,Athletics,Athletics,"RAMPLING, Godfrey Lionel",GBR,Men,4x400m relay,M,Silver,2
1932,Los Angeles,Athletics,Athletics,"STONELEY, Crew Hallett",GBR,Men,4x400m relay,M,Silver,2
1932,Los Angeles,Boxing,Boxing,"VILLANUEVA, Jose",PHI,Men,50.8 - 54kg (bantamweight),M,Bronze,3
1932,Los Angeles,Boxing,Boxing,"GWYNNE, Horace Lefty",CAN,Men,50.8 - 54kg (bantamweight),M,Gold,1
1932,Los Angeles,Boxing,Boxing,"ZIGLARSKI, Hans",GER,Men,50.8 - 54kg (bantamweight),M,Silver,2
1932,Los Angeles,Athletics,Athletics,"VIRTANEN, Lauri",FIN,Men,5000m,M,Bronze,3
1932,Los Angeles,Athletics,Athletics,"LEHTINEN, Lauri Aleksanteri",FIN,Men,5000m,M,Gold,1
1932,Los Angeles,Athletics,Athletics,"HILL, Ralph Anthony",USA,Men,5000m,M,Silver,2
1932,Los Angeles,Athletics,Athletics,"FRIGERIO, Ugo",ITA,Men,50km walk,M,Bronze,3
1932,Los Angeles,Athletics,Athletics,"GREEN, Thomas William",GBR,Men,50km walk,M,Gold,1
1932,Los Angeles,Athletics,Athletics,"DALINS, Janis",LAT,Men,50km walk,M,Silver,2
1932,Los Angeles,Shooting,Shooting,"HRADETZKY-SOOS-RUSZKA, Zoltan",HUN,Men,50m rifle prone (60 shots),M,Bronze,3
1932,Los Angeles,Shooting,Shooting,"RÖNNMARK, Bertil Vilhelm",SWE,Men,50m rifle prone (60 shots),M,Gold,1
1932,Los Angeles,Shooting,Shooting,"HUET BOBADILLA, Gustavo",MEX,Men,50m rifle prone (60 shots),M,Silver,2
1932,Los Angeles,Boxing,Boxing,"CARLSSON-EKEBACK, Allan",SWE,Men,54 - 57.15kg (featherweight),M,Bronze,3
1932,Los Angeles,Boxing,Boxing,"ROBLEDO, Carmelo Ambrosio",ARG,Men,54 - 57.15kg (featherweight),M,Gold,1
1932,Los Angeles,Boxing,Boxing,"SCHLEINKOFER, Josef",GER,Men,54 - 57.15kg (featherweight),M,Silver,2
1932,Los Angeles,Wrestling,Wrestling Free.,"KARLSSON, Einar",SWE,Men,56 - 61kg (featherweight),M,Bronze,3
1932,Los Angeles,Wrestling,Wrestling Free.,"PIHLAJAMÄKI, Hermanni",FIN,Men,56 - 61kg (featherweight),M,Gold,1
1932,Los Angeles,Wrestling,Wrestling Free.,"NEMIR, Edgar",USA,Men,56 - 61kg (featherweight),M,Silver,2
1932,Los Angeles,Wrestling,Wrestling Gre-R,"KOSKELA, Lauri",FIN,Men,56 - 61kg (featherweight),M,Bronze,3
1932,Los Angeles,Wrestling,Wrestling Gre-R,"GOZZI, Giovanni",ITA,Men,56 - 61kg (featherweight),M,Gold,1
1932,Los Angeles,Wrestling,Wrestling Gre-R,"EHRL, Wolfgang",GER,Men,56 - 61kg (featherweight),M,Silver,2
1932,Los Angeles,Boxing,Boxing,"BOR, Nathan",USA,Men,57.15 - 61.24kg (lightweight),M,Bronze,3
1932,Los Angeles,Boxing,Boxing,"STEVENS, Lawrence",RSA,Men,57.15 - 61.24kg (lightweight),M,Gold,1
1932,Los Angeles,Boxing,Boxing,"AHLQVIST, Thure",SWE,Men,57.15 - 61.24kg (lightweight),M,Silver,2
1932,Los Angeles,Weightlifting,Weightlifting,"PIERINI, Gastone",ITA,Men,"60 - 67.5kg, total (lightweight)",M,Bronze,3
1932,Los Angeles,Weightlifting,Weightlifting,"DUVERGER, René",FRA,Men,"60 - 67.5kg, total (lightweight)",M,Gold,1
1932,Los Angeles,Weightlifting,Weightlifting,"HAAS, Hans",AUT,Men,"60 - 67.5kg, total (lightweight)",M,Silver,2
1932,Los Angeles,Wrestling,Wrestling Free.,"KLARÉN, Gustaf",SWE,Men,61 - 66kg (lightweight),M,Bronze,3
1932,Los Angeles,Wrestling,Wrestling Free.,"PACÔME, Charles",FRA,Men,61 - 66kg (lightweight),M,Gold,1
1932,Los Angeles,Wrestling,Wrestling Free.,"KÁRPÁTI, Károly",HUN,Men,61 - 66kg (lightweight),M,Silver,2
1932,Los Angeles,Wrestling,Wrestling Gre-R,"SPERLING, Eduard",GER,Men,61 - 66kg (lightweight),M,Bronze,3
1932,Los Angeles,Wrestling,Wrestling Gre-R,"MALMBERG, Eric",SWE,Men,61 - 66kg (lightweight),M,Gold,1
1932,Los Angeles,Wrestling,Wrestling Gre-R,"KURLAND, Abraham",DEN,Men,61 - 66kg (lightweight),M,Silver,2
1932,Los Angeles,Boxing,Boxing,"AHLBERG, Bruno Valfrid",FIN,Men,61.24 - 66.68kg (welterweight),M,Bronze,3
1932,Los Angeles,Boxing,Boxing,"FLYNN, Edward L.",USA,Men,61.24 - 66.68kg (welterweight),M,Gold,1
1932,Los Angeles,Boxing,Boxing,"CAMPE, Erich",GER,Men,61.24 - 66.68kg (welterweight),M,Silver,2
1932,Los Angeles,Wrestling,Wrestling Free.,"LEINO, Eino Aukusti",FIN,Men,66 - 72kg (welterweight),M,Bronze,3
1932,Los Angeles,Wrestling,Wrestling Free.,"VAN BEBBER, Jack Francis",USA,Men,66 - 72kg (welterweight),M,Gold,1
1932,Los Angeles,Wrestling,Wrestling Free.,"MACDONALD, Daniel",CAN,Men,66 - 72kg (welterweight),M,Silver,2
1932,Los Angeles,Wrestling,Wrestling Gre-R,"GALLEGATI, Ercole",ITA,Men,66 - 72kg (welterweight),M,Bronze,3
1932,Los Angeles,Wrestling,Wrestling Gre-R,"JOHANSSON, Ivar",SWE,Men,66 - 72kg (welterweight),M,Gold,1
1932,Los Angeles,Wrestling,Wrestling Gre-R,"KAJANDER, Väinö",FIN,Men,66 - 72kg (welterweight),M,Silver,2
1932,Los Angeles,Boxing,Boxing,"PIERCE, Ernest",RSA,Men,66.68 - 72.57kg (middleweight),M,Bronze,3
1932,Los Angeles,Boxing,Boxing,"BARTH, Carmen",USA,Men,66.68 - 72.57kg (middleweight),M,Gold,1
1932,Los Angeles,Boxing,Boxing,"AZAR, Amado",ARG,Men,66.68 - 72.57kg (middleweight),M,Silver,2
1932,Los Angeles,Weightlifting,Weightlifting,"HIPFINGER, Karl",AUT,Men,"67.5 - 75kg, total (middleweight)",M,Bronze,3
1932,Los Angeles,Weightlifting,Weightlifting,"ISMAYR, Rudolf",GER,Men,"67.5 - 75kg, total (middleweight)",M,Gold,1
1932,Los Angeles,Weightlifting,Weightlifting,"GALIMBERTI, Carlo",ITA,Men,"67.5 - 75kg, total (middleweight)",M,Silver,2
1932,Los Angeles,Sailing,Sailing,"BOULTBEE, Gardner",CAN,Men,6m,X,Bronze,3
1932,Los Angeles,Sailing,Sailing,"GLASS, Kenneth",CAN,Men,6m,X,Bronze,3
1932,Los Angeles,Sailing,Sailing,"ROGERS, Philip T.",CAN,Men,6m,X,Bronze,3
1932,Los Angeles,Sailing,Sailing,"WILSON, Gerald",CAN,Men,6m,X,Bronze,3
1932,Los Angeles,Sailing,Sailing,"AKERLUND, Olle",SWE,Men,6m,X,Gold,1
1932,Los Angeles,Sailing,Sailing,"BERGQVIST, Ake",SWE,Men,6m,X,Gold,1
1932,Los Angeles,Sailing,Sailing,"HINDORFF, Martin",SWE,Men,6m,X,Gold,1
1932,Los Angeles,Sailing,Sailing,"HOLM, Tore",SWE,Men,6m,X,Gold,1
1932,Los Angeles,Sailing,Sailing,"ASHBROOK, Temple W.",USA,Men,6m,X,Silver,2
1932,Los Angeles,Sailing,Sailing,"CARLSON, Robert",USA,Men,6m,X,Silver,2
1932,Los Angeles,Sailing,Sailing,"CONANT, Frederic Warren",USA,Men,6m,X,Silver,2
1932,Los Angeles,Sailing,Sailing,"DAVIS, Emmett S.",USA,Men,6m,X,Silver,2
1932,Los Angeles,Sailing,Sailing,"DOUGLAS, Donald Willis Jr.",USA,Men,6m,X,Silver,2
1932,Los Angeles,Sailing,Sailing,"SMITH, Charles E.",USA,Men,6m,X,Silver,2
1932,Los Angeles,Wrestling,Wrestling Free.,"TUNYOGI, Jozsef",HUN,Men,72 - 79kg (middleweight),M,Bronze,3
1932,Los Angeles,Wrestling,Wrestling Free.,"JOHANSSON, Ivar",SWE,Men,72 - 79kg (middleweight),M,Gold,1
1932,Los Angeles,Wrestling,Wrestling Free.,"LUUKKO, Kyösti Aukusti",FIN,Men,72 - 79kg (middleweight),M,Silver,2
1932,Los Angeles,Wrestling,Wrestling Gre-R,"CADIER, Axel",SWE,Men,72 - 79kg (middleweight),M,Bronze,3
1932,Los Angeles,Wrestling,Wrestling Gre-R,"KOKKINEN, Väinö Anselmi",FIN,Men,72 - 79kg (middleweight),M,Gold,1
1932,Los Angeles,Wrestling,Wrestling Gre-R,"FÖLDEÁK, Jean",GER,Men,72 - 79kg (middleweight),M,Silver,2
1932,Los Angeles,Boxing,Boxing,"JORGENSEN, Peter Oscar",DEN,Men,72.57 - 79.38kg (light-heavyweight),M,Bronze,3
1932,Los Angeles,Boxing,Boxing,"CARSTENS, David Daniel",RSA,Men,72.57 - 79.38kg (light-heavyweight),M,Gold,1
1932,Los Angeles,Boxing,Boxing,"ROSSI, Gino",ITA,Men,72.57 - 79.38kg (light-heavyweight),M,Silver,2
1932,Los Angeles,Weightlifting,Weightlifting,"DUEY, Henry Ludwig",USA,Men,"75 - 82.5kg, total (light-heavyweight)",M,Bronze,3
1932,Los Angeles,Weightlifting,Weightlifting,"HOSTIN, Louis",FRA,Men,"75 - 82.5kg, total (light-heavyweight)",M,Gold,1
1932,Los Angeles,Weightlifting,Weightlifting,"OLSEN, Svend Egil Benjamin",DEN,Men,"75 - 82.5kg, total (light-heavyweight)",M,Silver,2
1932,Los Angeles,Wrestling,Wrestling Free.,"SCARF, Richard Edward",AUS,Men,79 - 87kg (light-heavyweight),M,Bronze,3
1932,Los Angeles,Wrestling,Wrestling Free.,"MEHRINGER, Peter Joseph",USA,Men,79 - 87kg (light-heavyweight),M,Gold,1
1932,Los Angeles,Wrestling,Wrestling Free.,"SJÖSTEDT, Thure",SWE,Men,79 - 87kg (light-heavyweight),M,Silver,2
1932,Los Angeles,Wrestling,Wrestling Gre-R,"GRUPPIONI, Mario",ITA,Men,79 - 87kg (light-heavyweight),M,Bronze,3
1932,Los Angeles,Wrestling,Wrestling Gre-R,"SVENSSON, Rudolf",SWE,Men,79 - 87kg (light-heavyweight),M,Gold,1
1932,Los Angeles,Wrestling,Wrestling Gre-R,"PELLINEN, Onni",FIN,Men,79 - 87kg (light-heavyweight),M,Silver,2
1932,Los Angeles,Athletics,Athletics,"EDWARDS, Philip",CAN,Men,800m,M,Bronze,3
1932,Los Angeles,Athletics,Athletics,"HAMPSON, Thomas",GBR,Men,800m,M,Gold,1
1932,Los Angeles,Athletics,Athletics,"WILSON, Alexander S.",CAN,Men,800m,M,Silver,2
1932,Los Angeles,Athletics,Athletics,"CLARK, Marjorie R.",RSA,Women,80m hurdles,W,Bronze,3
1932,Los Angeles,Athletics,Athletics,"DIDRIKSON, Mildred",USA,Women,80m hurdles,W,Gold,1
1932,Los Angeles,Athletics,Athletics,"HALL, Evelyne Ruth",USA,Women,80m hurdles,W,Silver,2
1932,Los Angeles,Sailing,Sailing,"BIBY, John Edward Jr.",USA,Men,8m,X,Gold,1
1932,Los Angeles,Sailing,Sailing,"BURNAND, Alphonse A.,Jr.",USA,Men,8m,X,Gold,1
1932,Los Angeles,Sailing,Sailing,"CAREY, Kenneth A.",USA,Men,8m,X,Gold,1
1932,Los Angeles,Sailing,Sailing,"CHURCHILL, Owen Porter",USA,Men,8m,X,Gold,1
1932,Los Angeles,Sailing,Sailing,"COOPER, William H.",USA,Men,8m,X,Gold,1
1932,Los Angeles,Sailing,Sailing,"DAVIS, Pierpont",USA,Men,8m,X,Gold,1
1932,Los Angeles,Sailing,Sailing,"DORSEY, Carl James",USA,Men,8m,X,Gold,1
1932,Los Angeles,Sailing,Sailing,"HUETTNER, John E.",USA,Men,8m,X,Gold,1
1932,Los Angeles,Sailing,Sailing,"MOORE, Richard",USA,Men,8m,X,Gold,1
1932,Los Angeles,Sailing,Sailing,"MORGAN, Alan C.",USA,Men,8m,X,Gold,1
1932,Los Angeles,Sailing,Sailing,"SUTTON, Robert Mandel",USA,Men,8m,X,Gold,1
1932,Los Angeles,Sailing,Sailing,"WEBSTER, Thomas C.",USA,Men,8m,X,Gold,1
1932,Los Angeles,Sailing,Sailing,"CRIBB, Ernest F.",CAN,Men,8m,X,Silver,2
1932,Los Angeles,Sailing,Sailing,"GORDON, Peter D.",CAN,Men,8m,X,Silver,2
1932,Los Angeles,Sailing,Sailing,"GYLES, George F.",CAN,Men,8m,X,Silver,2
1932,Los Angeles,Sailing,Sailing,"JONES, Harry A.",CAN,Men,8m,X,Silver,2
1932,Los Angeles,Sailing,Sailing,"MAITLAND, Ronald Monteith",CAN,Men,8m,X,Silver,2
1932,Los Angeles,Sailing,Sailing,"WALLACE, Hubert Alfred",CAN,Men,8m,X,Silver,2
